iteration,inputs.s1,inputs.s2,rates.k1,rates.k2,rates.k3,rates.k4,rates.k5,rates.k6,area.1,rel.r1,scale.1,scale.2,irf.center,irf.width
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.560647771520132,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.632194923878316,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066402589694,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145736388909,-13.553146293496782,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.5531464954544,3.4634,1.0,1.0,0.862,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.5606477482646683,-1.6321948995567166,-2.441847160327553,-1.3205066205818874,-5.05145728861651,-13.553146293496782,3.4634,1.0,1.0,0.8620000149011612,-0.00100000005,0.000415255752
0.0,0.0,1.0,-2.336148138999805,-9.25068920360327,-2.441847160327553,4.609974464190247,-5.360124780069744,-13.59623586371445,3.4634,1.0,1.0,11.947164137979364,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.783630745374504,-4.583233975878043,-2.441847160327553,0.8680481250085046,-5.035057735661525,-13.574245990908619,3.4634,1.0,1.0,0.8369581760974376,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.533626195246891,-2.4204137842254907,-2.441847160327553,-0.8589342798580604,-5.02877977958752,-13.451341401479581,3.4634,1.0,1.0,0.8320846334347045,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417686998869476,-2.441847160327553,-1.3182637959262637,-5.046639167895665,-13.530279162973684,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.468895937763536,-1.8417686998869476,-2.441847160327553,-1.3182637959262637,-5.046639167895665,-13.530279162973684,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417687273314398,-2.441847160327553,-1.3182637959262637,-5.046639167895665,-13.530279162973684,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417686998869476,-2.441847160327553,-1.3182638155699251,-5.046639167895665,-13.530279162973684,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417686998869476,-2.441847160327553,-1.3182637959262637,-5.046639243096449,-13.530279162973684,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417686998869476,-2.441847160327553,-1.3182637959262637,-5.046639167895665,-13.530279364590555,3.4634,1.0,1.0,0.8559274852177036,-0.00100000005,0.000415255752
0.0,0.0,1.0,-1.4688959158752812,-1.8417686998869476,-2.441847160327553,-1.3182637959262637,-5.046639167895665,-13.530279162973684,3.4634,1.0,1.0,0.8559275001188648,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.4199714991436438,-1.6925276620761076,-2.441847160327553,-1.4702972642137584,-5.035246107848338,-13.46259274842631,3.4634,1.0,1.0,0.835054338710989,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220278061409,-2.441847160327553,-1.358320030525997,-5.046561298166136,-13.529835750677254,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.4278878592920987,-1.8371220278061409,-2.441847160327553,-1.358320030525997,-5.046561298166136,-13.529835750677254,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220551813923,-2.441847160327553,-1.358320030525997,-5.046561298166136,-13.529835750677254,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220278061409,-2.441847160327553,-1.3583200507665427,-5.046561298166136,-13.529835750677254,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220278061409,-2.441847160327553,-1.358320030525997,-5.046561373365759,-13.529835750677254,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220278061409,-2.441847160327553,-1.358320030525997,-5.046561298166136,-13.529835952287517,3.4634,1.0,1.0,0.8557989695637153,-0.00100000005,0.000415255752
1.0,0.0,1.0,-1.427887838014912,-1.8371220278061409,-2.441847160327553,-1.358320030525997,-5.046561298166136,-13.529835750677254,3.4634,1.0,1.0,0.8557989844648765,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.352451331809077,-1.8273971789633743,-2.441847160327553,-1.4444337839228516,-5.045385771093899,-13.524611270915669,3.4634,1.0,1.0,0.8542479010441932,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404614129537,-2.441847160327553,-1.3792809636319354,-5.046441630689951,-13.529397485203672,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751434236604,-1.8345404614129537,-2.441847160327553,-1.3792809636319354,-5.046441630689951,-13.529397485203672,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404887497367,-2.441847160327553,-1.3792809636319354,-5.046441630689951,-13.529397485203672,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404614129537,-2.441847160327553,-1.3792809841848233,-5.046441630689951,-13.529397485203672,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404614129537,-2.441847160327553,-1.3792809636319354,-5.046441705887791,-13.529397485203672,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404614129537,-2.441847160327553,-1.3792809636319354,-5.046441630689951,-13.529397686807405,3.4634,1.0,1.0,0.8556720202312046,-0.00100000005,0.000415255752
2.0,0.0,1.0,-1.4083751224372356,-1.8345404614129537,-2.441847160327553,-1.3792809636319354,-5.046441630689951,-13.529397485203672,3.4634,1.0,1.0,0.8556720351323658,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3714727775502877,-1.8261128256226091,-2.441847160327553,-1.4224961360384776,-5.046604721678303,-13.526749043708888,3.4634,1.0,1.0,0.8549136893988324,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340401126997,-2.441847160327553,-1.3899545454203746,-5.046488908430401,-13.528874145082233,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.399012627516326,-1.8323340401126997,-2.441847160327553,-1.3899545454203746,-5.046488908430401,-13.528874145082233,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340674166047,-2.441847160327553,-1.3899545454203746,-5.046488908430401,-13.528874145082233,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340401126997,-2.441847160327553,-1.3899545661323116,-5.046488908430401,-13.528874145082233,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340401126997,-2.441847160327553,-1.3899545454203746,-5.0464889836289455,-13.528874145082233,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340401126997,-2.441847160327553,-1.3899545454203746,-5.046488908430401,-13.528874346678167,3.4634,1.0,1.0,0.8555237593825165,-0.00100000005,0.000415255752
3.0,0.0,1.0,-1.3990126066694137,-1.8323340401126997,-2.441847160327553,-1.3899545454203746,-5.046488908430401,-13.528874145082233,3.4634,1.0,1.0,0.8555237742836777,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.395501112268955,-1.8452804247091406,-2.441847160327553,-1.3847870163202818,-5.046538268436313,-13.528553681116101,3.4634,1.0,1.0,0.8555016598203593,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3980708964374122,-1.8355268277900292,-2.441847160327553,-1.3886001133129802,-5.046501578247605,-13.52879421096317,3.4634,1.0,1.0,0.8555182602807131,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3987209014835544,-1.8330871846654522,-2.441847160327553,-1.3895609848303205,-5.046492085041234,-13.528854380747179,3.4634,1.0,1.0,0.8555224078862081,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989040026924393,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799981839623,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898228105467292,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.046489727022475,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869832663515,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
4.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.855523471285788,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.3988574214270957,-1.8324694289263712,-2.441847160327553,-1.3898521054259612,-5.046485953231573,-13.528868013536515,3.4634,1.0,1.0,0.8555232960511407,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.3988914902125822,-1.8324764723178988,-2.441847160327553,-1.389828080949931,-5.0464887861096654,-13.528869252784732,3.4634,1.0,1.0,0.8555234191138703,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.398900796654658,-1.8324790139223803,-2.441847160327553,-1.3898238898863076,-5.0464894433289675,-13.528869539999308,3.4634,1.0,1.0,0.8555234474369606,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.3989031818602293,-1.8324797260436823,-2.441847160327553,-1.389823048892569,-5.046489600306037,-13.528869608567803,3.4634,1.0,1.0,0.8555234541757935,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.3989037816259942,-1.8324799093136859,-2.441847160327553,-1.389822853571432,-5.046489638984185,-13.52886962546021,3.4634,1.0,1.0,0.8555234558342575,-0.00100000005,0.000415255752
5.0,0.0,1.0,-1.3989039317779404,-1.8324799554645193,-2.441847160327553,-1.3898228057056,-5.046489648616499,-13.528869629666897,3.4634,1.0,1.0,0.8555234562471508,-0.00100000005,0.000415255752
6.0,0.0,1.0,-1.3989039818471456,-1.8324799708778827,-2.441847160327553,-1.3898227898367557,-5.0464896518239195,-13.528869631067648,3.4634,1.0,1.0,0.8555234563846268,-0.00100000005,0.000415255752
