iteration,inputs.1,inputs.0,inputs.iC,scale.1,scale.2,rel.r1,b.1,b.2,rates.k1sum,rates.k1,rates.k2,rates.k3,rates.k4,rates.k3d2,rates.k4d2,rates.k5,rates.kC,irf.center,irf.width,irf.dispc,irf.disp1,irf.disp2,irf.disp3,irf2.center
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082433,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3000000193715096,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847196713911,-0.0910193949199035,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276202094045,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.2996684461220176,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.3566749588398937,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.465104059224733,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810788512175,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.1980900178529323,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.0584300149011612,550.0,0.3089571,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571149011612,-0.0833899,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899149011612,0.0047,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.004700014901161194,0.7
0.0,1.0,0.0,1.0,1.0,1.3,1.0,-2.441847160327553,-0.09101939838716855,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.7257276053082432,-3.299668396953127,-0.35667494393873245,-2.4651040224918206,-3.9483810200157556,4.59511985013459,1.19809,0.05843,550.0,0.3089571,-0.0833899,0.0047,0.7000000149011611
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507576389512,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.47720011405501,-0.000565999633330944,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391983199327912,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923127391259118,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.779559690172421,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.3402045297303444,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928749617236,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.1881980309710491,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.0637853588325169,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.2868624733518642,-0.02544177059438584,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.025441785495547035,-0.019486863404460503,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486878305621697,0.6623177609650523
0.0,1.0,0.0,1.0,1.0,1.2564507389163762,1.0,-7.477200002636047,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-0.12391981709211801,-3.0923126930468614,3.7795596338525934,-2.34020449485858,-3.961928690579898,4.59511985013459,1.188198013265519,0.06378534393135571,550.0,0.286862458450703,-0.02544177059438584,-0.019486863404460503,0.6623177758662135
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607215031987964,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.4772001140549795,-0.000565999633330944,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955348820153,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.146977105820827,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425648743341,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.286847820673374,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943933753329,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020922134349994,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708505822461873,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135396600856253,-0.0460294148906718,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.04602942979183299,0.0064275373997083225,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.006427552300869516,0.6837024405333642
1.0,1.0,0.0,1.0,1.0,1.2607214844125822,1.0,-7.477200002636017,-0.0005659996964118735,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.7983955080838339,-3.1469770589272144,10.110425498086261,-2.2868477865966863,-3.968943874611457,4.59511985013459,1.2020921955224297,0.06708504332345754,550.0,0.26135395110740134,-0.0460294148906718,0.0064275373997083225,0.6837024554345253
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.2598765895369317,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.4772001139284,-0.0005659996334025939,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.3423060514359317,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545803427428,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781398674657,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919340140568,-3.9815207556539387,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.981520814983221,4.59511985013459,1.1977249476496394,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
2.0,1.0,0.0,1.0,1.0,1.259876570763308,1.0,-7.477200002509437,-0.0005659996964835234,2.2512327212665717,-0.19055536172105816,2.1705953685310937,-1.342306031434013,-3.1168545338979907,23.200781052956078,-2.2526919004463317,-3.9815207556539387,4.59511985013459,1.197724965497132,0.06975918332972901,550.0,0.26787891771241495,-0.03722211417978425,-0.000685825361859114,0.6661135274318467
